cluster_id,user_id,timestamp,latitude,longitude
0,4685,2025-10-08 16:00:00+00:00,48.8358586785286,2.336603866485248
0,1732,2025-10-08 16:00:00+00:00,48.84961366407764,2.334522622097185
0,4743,2025-10-08 16:00:00+00:00,48.85663238062714,2.3229939512958158
0,577,2025-10-08 16:00:00+00:00,48.86131229116217,2.3388371390334446
0,440,2025-10-08 16:00:00+00:00,48.85548904602207,2.3509992491662284
0,2751,2025-10-08 16:00:00+00:00,48.89170951396631,2.3526377764232964
0,4000,2025-10-08 16:00:00+00:00,48.86381295782871,2.3682236352797634
0,2250,2025-10-08 16:00:00+00:00,48.87503300223849,2.3227774718925294
0,4948,2025-10-08 16:00:00+00:00,48.82990778786179,2.339919236769012
0,1964,2025-10-08 16:00:00+00:00,48.869504311719,2.345357026977455
0,322,2025-10-08 16:00:00+00:00,48.868503140508736,2.328232157500959
0,2679,2025-10-08 16:00:00+00:00,48.85850688398882,2.338174208584169
0,4626,2025-10-08 16:00:00+00:00,48.88183038505071,2.338601882065064
0,4950,2025-10-08 16:00:00+00:00,48.86529005292183,2.378212508021119
0,3338,2025-10-08 16:00:00+00:00,48.85362061380465,2.325142682220719
0,252,2025-10-08 16:00:00+00:00,48.87495723894109,2.3414285265340675
0,3974,2025-10-08 16:00:00+00:00,48.858333953988286,2.3787729282308927
0,40,2025-10-08 16:00:00+00:00,48.86053722471738,2.359863363795178
0,4820,2025-10-08 16:00:00+00:00,48.85100985073407,2.374368892034458
0,3466,2025-10-08 16:00:00+00:00,48.829865491222485,2.3445772460665317
0,3724,2025-10-08 16:00:00+00:00,48.820872490692906,2.3586037570984373
0,4994,2025-10-08 16:00:00+00:00,48.86793543452369,2.322227290057016
0,3033,2025-10-08 16:00:00+00:00,48.865670174251086,2.3804271372349124
0,2546,2025-10-08 16:00:00+00:00,48.86525919650722,2.361610196947571
0,2593,2025-10-08 16:00:00+00:00,48.85574353237377,2.3370900223373208
0,1189,2025-10-08 16:00:00+00:00,48.86760104198049,2.3517389888782905
0,108,2025-10-08 16:00:00+00:00,48.86009155625664,2.353121584432663
0,1316,2025-10-08 16:00:00+00:00,48.830363275352994,2.366526801610808
0,2754,2025-10-08 16:00:00+00:00,48.85358324576867,2.3377027783239988
0,2877,2025-10-08 16:00:00+00:00,48.83786987250421,2.340350690892389
0,800,2025-10-08 16:00:00+00:00,48.85719512278992,2.339212703607722
0,3571,2025-10-08 16:00:00+00:00,48.85065035598252,2.3377908985864986
0,2928,2025-10-08 16:00:00+00:00,48.86089426366341,2.35503959827748
0,972,2025-10-08 16:00:00+00:00,48.8429789668505,2.352215110149092
0,953,2025-10-08 16:00:00+00:00,48.83156921151619,2.3378685302315176
0,3858,2025-10-08 16:00:00+00:00,48.86842698483517,2.3548519534405217
0,3146,2025-10-08 16:00:00+00:00,48.86600088374736,2.3516962263294103
0,3306,2025-10-08 16:00:00+00:00,48.87782741929746,2.368161820973231
0,3007,2025-10-08 16:00:00+00:00,48.86632072578836,2.3542344641694357
0,1057,2025-10-08 16:00:00+00:00,48.85608891858017,2.3536901918765354
0,3155,2025-10-08 16:00:00+00:00,48.83582912358312,2.370725149821688
0,3788,2025-10-08 16:00:00+00:00,48.83889502627751,2.346218618295399
0,765,2025-10-08 16:00:00+00:00,48.87958546652571,2.3543441592408025
0,4904,2025-10-08 16:00:00+00:00,48.84913463508117,2.351370177908452
0,2166,2025-10-08 16:00:00+00:00,48.83629811616344,2.3498800585535693
0,2341,2025-10-08 16:00:00+00:00,48.87057656840405,2.340207200103576
0,1124,2025-10-08 16:00:00+00:00,48.83373990174539,2.3564073422708174
