user_id,timestamp,latitude,longitude
6253,2025-10-08 18:00:00+02:00,43.306915886113856,5.353270172485795
4685,2025-10-08 18:00:00+02:00,48.8358586785286,2.3366038664852478
1732,2025-10-08 18:00:00+02:00,48.84961366407764,2.334522622097185
4743,2025-10-08 18:00:00+02:00,48.85663238062714,2.3229939512958153
4522,2025-10-08 18:00:00+02:00,48.878086660095406,2.3918494090033784
6341,2025-10-08 18:00:00+02:00,43.310511907945546,5.353284257494909
577,2025-10-08 18:00:00+02:00,48.86131229116217,2.3388371390334446
5203,2025-10-08 18:00:00+02:00,45.77378261113299,4.8224059818969796
6364,2025-10-08 18:00:00+02:00,43.296910034587356,5.381132156656702
440,2025-10-08 18:00:00+02:00,48.855489046022065,2.3509992491662284
2751,2025-10-08 18:00:00+02:00,48.89170951396631,2.3526377764232964
7488,2025-10-08 18:00:00+02:00,48.884062198616085,1.9589954859716396
5273,2025-10-08 18:00:00+02:00,45.803375146188685,4.821330320296778
5654,2025-10-08 18:00:00+02:00,45.73069230723518,4.869271479286975
4000,2025-10-08 18:00:00+02:00,48.86381295782871,2.3682236352797634
6034,2025-10-08 18:00:00+02:00,43.303077830734544,5.378442404879675
583,2025-10-08 18:00:00+02:00,48.86925563732213,2.3850708301824106
9931,2025-10-08 03:17:11+02:00,46.67504401589537,2.5200774904355914
7052,2025-10-08 18:00:00+02:00,46.25781838612655,1.8729305566795134
8159,2025-10-08 18:00:00+02:00,49.41142242516704,0.878107685475892
9897,2025-10-08 17:00:42+02:00,46.64679670418449,-1.7363050472661232
2250,2025-10-08 18:00:00+02:00,48.87503300223849,2.3227774718925294
4641,2025-10-08 18:00:00+02:00,48.87287961720396,2.318177190514655
9486,2025-10-08 15:38:35+02:00,45.800337789313,6.0677350136847235
4948,2025-10-08 18:00:00+02:00,48.82990778786179,2.3399192367690116
9921,2025-10-08 05:42:57+02:00,46.051111060051376,2.564645592944716
1964,2025-10-08 18:00:00+02:00,48.869504311719,2.345357026977455
